observation: [-0.42428216 -0.00174641], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7237742  -0.00869404], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.73105556 -0.00728134], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7358795  -0.00482394], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.73921674 -0.00333729], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.74204737 -0.00283059], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-7.423544e-01 -3.070073e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-7.4213594e-01  2.1840110e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.74139345  0.00074251], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7391313  0.0022622], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7353629   0.00376839], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.73011094  0.00525192], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7234074   0.00670357], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.71429336  0.00911399], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.70282596  0.01146745], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.69007814  0.01274781], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.676133    0.01394515], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.66108334  0.01504964], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6450316   0.01605179], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.628089    0.01694252], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6093756   0.01871343], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5910259   0.01834968], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.57217395  0.01885194], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.55195904  0.02021497], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5305316   0.02142741], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5090522  0.0214794], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48668185  0.02237034], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.46358782  0.02309403], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43994147  0.02364637], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.41691595  0.02302551], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.39567697  0.02123898], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.37637404  0.01930294], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.35713974  0.01923431], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3401026   0.01703711], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.32337326  0.01672935], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.30805692  0.01531635], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.2952468   0.01281011], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.2830185   0.01222832], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.27244192  0.01057659], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.26357576  0.00886615], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.25746793  0.00610783], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.25215068  0.00531724], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.24865164  0.00349905], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.24798869  0.00066295], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.2501652  -0.00217652], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.2551701 -0.0050049], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.26197758 -0.00680747], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.27055186 -0.00857429], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.2818469  -0.01129504], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.29480025 -0.01295335], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.309338   -0.01453774], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3243743 -0.0150363], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3398174 -0.0154431], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.35757008 -0.01775268], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.37751713 -0.01994704], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.39852503 -0.02100792], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.41944915 -0.02092412], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.44214174 -0.02269259], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4644392  -0.02229746], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48717806 -0.02273883], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5101895  -0.02301144], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.53430146 -0.02411198], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5573332  -0.02303173], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.58011234 -0.02277915], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6024697  -0.02235733], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.624241  -0.0217713], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6442689 -0.0200279], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6634114  -0.01914251], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6815358  -0.01812439], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6975195  -0.01598369], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.71325713 -0.01573767], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7266479  -0.01339075], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7376082  -0.01096033], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7480715  -0.01046328], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7569756  -0.00890412], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.76326895 -0.00629333], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7669157  -0.00364673], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7698953  -0.00297964], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7711913  -0.00129597], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.76979643  0.00139487], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.76771843  0.00207799], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7639689   0.00374955], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7575688  0.0064001], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7505545   0.00701429], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.74296653  0.00758796], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7348495  0.008117 ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7252521   0.00959743], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.71523285  0.01001926], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7048542   0.01037864], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6931822   0.01167205], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6792924   0.01388976], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6632769   0.01601546], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.64524424  0.01803266], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6263194   0.01892489], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6066362   0.01968316], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5853367   0.02129951], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5645768   0.02075991], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5435103   0.02106647], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5212946   0.02221572], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5000962   0.02119843], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.47907388  0.02102231], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4583845   0.02068937], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43718114  0.02120337], reward: -1.0, terminated: False, truncated: True, info: {}
observation: [-0.5236883  -0.00100688], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.52569455 -0.00200621], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.526685   -0.00099049], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5276524  -0.00096734], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5285893  -0.00093694], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.53048885 -0.00189951], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5333367  -0.00284784], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5351115  -0.00177482], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5358     -0.00068849], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-5.3539699e-01  4.0299763e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5339055   0.00149147], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.53333676  0.00056875], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.532695    0.00064178], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.531985    0.00070999], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5312121   0.00077288], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.53038216  0.00082998], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.52950126  0.00088085], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5285762   0.00092511], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5266137   0.00196244], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5246287   0.00198506], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5216359   0.00299278], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.51965785  0.00197806], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5167093  0.0029485], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5138125   0.00289684], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.51098907  0.00282345], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.50726014  0.0037289 ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5026537   0.00460641], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4992043   0.00344942], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4959377   0.00326663], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.49387828  0.00205941], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4920415  0.0018368], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.491441    0.00060047], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-4.9108136e-01  3.5966377e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48996517  0.00111617], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48910084  0.00086435], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48849475  0.00060607], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48715147  0.00134328], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-4.8708102e-01  7.0468544e-05], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48828387 -0.00120287], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.49075112 -0.00246723], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.49346432 -0.00271319], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4964032  -0.00293889], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.50054586 -0.00414263], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.50486124 -0.00431539], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5103171  -0.00545585], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.51587254 -0.00555544], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5224859  -0.00661338], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.52910763 -0.00662173], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.536688   -0.00758041], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5441703  -0.00748227], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.55049837 -0.00632808], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.55662495 -0.00612655], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.56350416 -0.00687926], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5690849  -0.00558068], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.57432544 -0.00524059], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5791871  -0.00486161], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.58263373 -0.00344663], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5846399  -0.00200618], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5871908  -0.00255092], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5892677  -0.00207687], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.59085524 -0.00158753], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5919417  -0.00108653], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5935193  -0.00157754], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.59457624 -0.00105697], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5961049  -0.00152865], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.59709406 -0.00098914], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-5.965364e-01  5.576227e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-5.96436143e-01  1.00300254e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5957939   0.00064224], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-5.9561437e-01  1.7948337e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-5.958990e-01 -2.845915e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.59464556  0.00125342], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5938633   0.00078224], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.591558    0.00230533], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5897465  0.0018115], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5874421   0.00230436], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.58466184  0.00278027], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5824262   0.00223568], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.57975155  0.0026746 ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5776578   0.00209376], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5761604   0.00149743], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5752704   0.00089001], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5739944   0.00127599], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.57334185  0.00065252], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.57231766  0.00102421], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-5.7192934e-01  3.8830354e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5701798   0.00174951], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5670821   0.00309774], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5646592   0.00242294], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.56092906  0.00373011], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5559195  0.0050095], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.550668    0.00525153], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5442137   0.00645433], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.53860486  0.00560884], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.53188354  0.00672135], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5241      0.00778348], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5163128   0.00778724], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5085802  0.0077326], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.50096023  0.00761999], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.49250987  0.00845034], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48429236  0.00821751], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.47736898  0.00692339], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4707912   0.00657778], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.46560782  0.00518338], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4598572   0.00575063], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4535817   0.00627548], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4478275   0.00575421], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4426367  0.0051908], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43704715  0.00558954], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43309948  0.00394767], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43082225  0.00227724], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4302319   0.00059036], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-4.3033266e-01 -1.0077023e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43212384 -0.00179117], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4345925  -0.00246866], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4367208 -0.0021283], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43949333 -0.00277253], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.44188997 -0.00239665], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.44489333 -0.00300335], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4484815  -0.00358817], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4516283  -0.00314679], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4543107  -0.00268239], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.457509   -0.00319832], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.46119976 -0.00369075], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.46635577 -0.00515601], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.47093898 -0.00458323], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4769155  -0.00597654], reward: -1.0, terminated: False, truncated: False, info: {}
